faminc,cigprice,bwght,motheduc,male,cigs
32.5,152.5,100,12.0,1,0
47.5,152.5,127,12.0,1,0
17.5,152.5,92,12.0,0,20
37.5,152.5,138,17.0,0,0
27.5,152.5,139,16.0,1,0
7.5,152.5,124,16.0,1,0
10.5,118.900001525879,132,11.0,1,0
22.5,118.900001525879,151,13.0,0,0
27.5,118.900001525879,126,16.0,1,0
32.5,118.900001525879,95,18.0,0,5
37.5,118.900001525879,115,16.0,0,0
4.5,118.900001525879,109,12.0,1,0
2.5,118.900001525879,86,11.0,0,0
47.5,118.900001525879,128,9.0,0,0
22.5,118.900001525879,94,10.0,1,10
1.5,118.900001525879,144,12.0,0,0
22.5,118.900001525879,92,16.0,0,0
27.5,118.900001525879,117,12.0,0,0
65.0,118.900001525879,130,11.0,1,0
42.5,118.900001525879,82,14.0,0,0
12.5,118.900001525879,121,12.0,1,0
47.5,118.900001525879,98,14.0,1,0
32.5,118.900001525879,137,14.0,1,20
37.5,118.900001525879,114,16.0,0,15
42.5,118.900001525879,121,16.0,1,0
22.5,118.900001525879,124,12.0,1,0
17.5,123.0,119,14.0,0,0
32.5,123.0,151,18.0,1,0
22.5,123.0,144,12.0,0,0
18.5,123.0,124,12.0,0,0
32.5,123.0,100,12.0,0,7
27.5,123.0,160,16.0,0,0
3.5,123.0,109,12.0,1,0
15.5,123.0,138,14.0,1,0
65.0,123.0,122,18.0,1,0
37.5,123.0,109,16.0,0,0
32.5,123.0,139,18.0,1,0
9.5,123.0,125,12.0,1,0
22.5,145.600006103516,118,6.0,1,15
42.5,145.600006103516,114,17.0,1,0
65.0,145.600006103516,152,13.0,1,0
37.5,145.600006103516,114,13.0,0,1
22.5,145.600006103516,119,16.0,1,0
15.5,145.600006103516,149,12.0,1,0
42.5,139.5,126,12.0,0,15
14.5,139.5,114,11.0,1,0
37.5,139.5,126,16.0,1,0
22.5,139.5,115,12.0,1,0
65.0,139.5,123,16.0,1,0
47.5,139.5,160,12.0,1,0
10.5,139.5,58,11.0,1,0
65.0,139.5,108,17.0,0,0
27.5,139.5,113,12.0,1,0
65.0,139.5,140,18.0,1,0
27.5,139.5,118,16.0,1,0
65.0,139.5,111,12.0,1,0
16.5,139.5,88,12.0,1,5
65.0,139.5,133,13.0,0,10
42.5,139.5,106,18.0,0,0
12.5,139.5,137,12.0,1,0
11.5,139.5,129,16.0,1,0
37.5,139.5,132,12.0,1,0
65.0,139.5,112,12.0,1,12
32.5,139.5,122,10.0,1,0
65.0,139.5,76,16.0,0,0
65.0,139.5,122,14.0,0,10
65.0,139.5,159,16.0,0,0
65.0,139.5,116,16.0,1,0
22.5,139.5,104,13.0,0,20
65.0,139.5,116,14.0,0,0
47.5,139.5,115,11.0,0,10
27.5,139.5,159,12.0,1,10
65.0,139.5,145,16.0,0,0
65.0,139.5,121,16.0,0,0
32.5,139.5,112,16.0,1,0
22.5,139.5,107,12.0,0,0
65.0,139.5,133,17.0,0,0
65.0,139.5,136,12.0,1,0
6.5,139.5,148,12.0,0,0
65.0,139.5,133,14.0,1,0
37.5,139.5,108,12.0,1,4
65.0,139.5,91,16.0,1,0
32.5,139.5,94,12.0,1,0
27.5,127.199996948242,123,12.0,0,0
65.0,127.199996948242,129,16.0,0,0
27.5,127.199996948242,108,14.0,1,0
22.5,127.199996948242,144,16.0,1,0
22.5,127.199996948242,132,12.0,0,0
13.5,127.199996948242,130,12.0,1,0
22.5,136.699996948242,105,13.0,0,0
32.5,136.699996948242,90,10.0,1,0
12.5,136.699996948242,154,12.0,1,0
6.5,136.699996948242,103,12.0,1,4
22.5,136.699996948242,87,12.0,1,15
42.5,136.699996948242,133,14.0,0,0
42.5,136.699996948242,117,13.0,1,0
65.0,136.699996948242,152,14.0,1,0
27.5,136.699996948242,119,12.0,0,0
22.5,136.699996948242,108,14.0,0,0
65.0,136.699996948242,114,16.0,0,0
37.5,136.699996948242,89,14.0,0,3
65.0,136.699996948242,132,12.0,0,0
32.5,136.699996948242,130,12.0,1,0
65.0,136.699996948242,124,16.0,1,0
65.0,136.699996948242,107,18.0,0,0
22.5,136.699996948242,125,14.0,1,0
22.5,136.699996948242,117,15.0,0,0
17.5,136.699996948242,117,14.0,1,0
19.5,136.699996948242,125,14.0,0,0
27.5,136.699996948242,106,14.0,1,0
47.5,136.699996948242,130,13.0,1,10
47.5,136.699996948242,129,14.0,1,0
22.5,136.699996948242,144,16.0,1,0
9.5,136.699996948242,104,12.0,0,0
42.5,136.699996948242,110,16.0,0,0
10.5,136.699996948242,113,12.0,0,10
65.0,136.699996948242,93,18.0,0,0
47.5,136.699996948242,106,18.0,0,0
42.5,136.699996948242,113,12.0,1,0
22.5,136.699996948242,120,12.0,1,20
27.5,136.699996948242,116,15.0,1,0
65.0,136.699996948242,129,16.0,0,0
8.5,136.699996948242,106,13.0,1,0
22.5,136.699996948242,119,11.0,1,0
19.5,136.699996948242,112,13.0,1,0
8.5,136.699996948242,123,10.0,0,0
47.5,136.699996948242,129,14.0,0,0
8.5,136.699996948242,100,12.0,1,0
4.5,136.699996948242,97,10.0,0,2
65.0,136.699996948242,127,18.0,0,0
32.5,136.699996948242,128,13.0,0,0
12.5,136.699996948242,122,13.0,0,0
65.0,136.699996948242,93,12.0,1,0
19.5,136.699996948242,90,11.0,1,10
22.5,136.699996948242,73,14.0,1,0
27.5,136.699996948242,133,16.0,0,0
19.5,136.699996948242,112,12.0,0,0
15.5,136.699996948242,98,17.0,0,0
37.5,136.699996948242,136,12.0,1,0
13.5,136.699996948242,78,11.0,1,0
42.5,136.699996948242,107,12.0,0,0
65.0,136.699996948242,147,12.0,1,0
32.5,136.699996948242,149,12.0,0,20
37.5,136.699996948242,106,16.0,0,0
47.5,136.699996948242,97,13.0,0,10
65.0,136.699996948242,134,12.0,0,0
22.5,136.699996948242,136,16.0,1,0
27.5,136.699996948242,136,16.0,0,0
22.5,136.699996948242,131,12.0,1,0
27.5,136.699996948242,112,16.0,1,0
12.5,136.699996948242,105,12.0,1,0
19.5,136.699996948242,120,14.0,0,0
42.5,136.699996948242,120,15.0,0,0
27.5,136.699996948242,115,14.0,1,0
32.5,136.699996948242,120,16.0,1,0
65.0,136.699996948242,141,12.0,0,0
47.5,136.699996948242,119,12.0,0,5
27.5,136.699996948242,114,14.0,0,0
32.5,136.699996948242,143,9.0,0,10
65.0,136.699996948242,113,12.0,1,0
22.5,136.699996948242,118,12.0,0,0
65.0,136.699996948242,126,14.0,1,0
42.5,136.699996948242,120,12.0,1,0
32.5,136.699996948242,139,18.0,1,0
65.0,136.699996948242,104,14.0,0,0
42.5,136.699996948242,141,12.0,0,0
27.5,136.699996948242,114,12.0,1,0
65.0,136.699996948242,111,14.0,0,0
5.5,136.699996948242,94,12.0,0,0
22.5,136.699996948242,134,6.0,1,0
37.5,136.699996948242,113,13.0,1,0
2.5,136.699996948242,116,12.0,1,0
6.5,107.599998474121,114,13.0,1,0
18.5,107.599998474121,115,12.0,0,0
13.5,107.599998474121,122,11.0,0,0
12.5,107.599998474121,118,10.0,1,20
19.5,107.599998474121,115,9.0,0,0
9.5,107.599998474121,104,12.0,0,0
9.5,107.599998474121,134,12.0,1,0
13.5,107.599998474121,143,12.0,1,0
47.5,107.599998474121,143,16.0,1,0
10.5,107.599998474121,106,13.0,1,0
37.5,107.599998474121,127,14.0,1,0
27.5,107.599998474121,122,14.0,0,0
19.5,107.599998474121,115,16.0,1,0
15.5,107.599998474121,139,12.0,1,0
16.5,107.599998474121,114,9.0,0,10
32.5,107.599998474121,108,16.0,0,0
11.5,107.599998474121,127,14.0,1,0
10.5,107.599998474121,111,11.0,0,0
16.5,107.599998474121,91,11.0,0,0
9.5,107.599998474121,96,10.0,1,0
12.5,107.599998474121,103,8.0,1,10
9.5,107.599998474121,78,6.0,1,0
22.5,107.599998474121,98,12.0,0,0
22.5,107.599998474121,94,8.0,0,30
27.5,107.599998474121,135,10.0,1,10
11.5,107.599998474121,124,9.0,1,20
5.5,120.5,108,7.0,0,0
19.5,120.5,128,12.0,1,10
11.5,120.5,139,12.0,0,0
27.5,120.5,128,8.0,1,0
42.5,120.5,102,13.0,1,0
3.5,120.5,136,12.0,1,0
65.0,120.5,146,12.0,0,0
16.5,120.5,136,12.0,1,0
42.5,120.5,89,16.0,1,0
2.5,120.5,102,10.0,0,30
3.5,120.5,138,10.0,1,30
8.5,120.5,128,12.0,0,0
27.5,120.5,124,13.0,1,0
12.5,120.5,122,12.0,1,0
4.5,120.5,101,10.0,0,4
37.5,120.5,118,12.0,1,0
32.5,120.5,70,18.0,1,0
22.5,120.5,136,12.0,1,0
37.5,120.5,152,12.0,0,0
19.5,120.5,98,14.0,0,0
9.5,120.5,68,11.0,0,10
13.5,120.5,101,12.0,0,3
2.5,120.5,94,10.0,0,0
0.5,120.5,117,8.0,1,0
10.5,120.5,96,12.0,0,0
47.5,120.5,122,14.0,0,0
42.5,120.5,132,16.0,1,0
3.5,120.5,104,12.0,1,20
27.5,120.5,130,12.0,0,0
19.5,120.5,84,15.0,1,0
37.5,120.5,159,12.0,1,0
7.5,120.5,115,10.0,0,3
22.5,120.5,126,10.0,0,20
22.5,120.5,132,12.0,0,7
47.5,120.5,101,14.0,0,0
27.5,120.5,87,12.0,1,20
4.5,120.5,147,12.0,1,0
18.5,120.5,108,12.0,1,0
32.5,120.5,103,16.0,1,0
37.5,120.5,128,12.0,0,0
6.5,120.5,97,10.0,1,2
42.5,120.5,113,12.0,1,0
47.5,120.5,128,12.0,0,0
14.5,120.5,74,12.0,1,10
4.5,120.5,95,11.0,1,0
65.0,120.5,128,16.0,0,0
12.5,120.5,129,12.0,1,20
37.5,120.5,117,12.0,1,0
32.5,120.5,109,12.0,1,0
6.5,120.5,109,12.0,0,0
11.5,120.5,129,12.0,0,5
14.5,120.5,144,12.0,0,0
27.5,120.5,131,9.0,0,0
32.5,120.5,104,12.0,1,0
15.5,120.5,120,12.0,0,0
22.5,120.5,99,12.0,0,10
22.5,120.5,103,12.0,0,20
65.0,120.5,123,16.0,1,0
47.5,120.5,134,12.0,0,0
17.5,120.5,147,12.0,1,0
27.5,120.5,83,9.0,1,20
32.5,120.5,91,12.0,1,0
65.0,120.5,124,14.0,1,0
65.0,120.5,141,17.0,0,0
65.0,120.5,56,16.0,1,0
32.5,120.5,139,12.0,1,0
18.5,120.5,133,12.0,1,0
42.5,120.5,144,12.0,1,0
7.5,120.5,130,12.0,1,0
37.5,120.5,102,12.0,0,5
37.5,120.5,109,14.0,1,0
1.5,120.5,104,12.0,0,0
17.5,120.5,134,13.0,0,7
65.0,120.5,91,16.0,1,0
3.5,120.5,159,12.0,0,0
4.5,120.5,93,18.0,0,0
22.5,120.5,131,12.0,1,15
22.5,120.5,119,12.0,1,0
3.5,120.5,126,11.0,1,0
17.5,120.5,107,11.0,0,0
16.5,120.5,76,12.0,0,0
10.5,120.5,122,17.0,1,0
22.5,120.5,104,16.0,0,0
3.5,120.5,92,11.0,0,4
8.5,120.5,101,9.0,1,10
1.5,120.5,109,12.0,0,0
65.0,120.5,113,16.0,0,0
42.5,120.5,136,16.0,0,0
22.5,120.5,147,12.0,0,0
17.5,120.5,104,12.0,0,15
18.5,120.5,117,10.0,0,15
5.5,133.399993896484,89,8.0,1,40
13.5,133.399993896484,101,12.0,1,0
17.5,133.399993896484,121,12.0,1,0
19.5,133.399993896484,120,12.0,0,10
65.0,133.399993896484,116,16.0,1,0
11.5,133.399993896484,112,10.0,1,0
65.0,133.399993896484,125,18.0,0,0
2.5,133.399993896484,128,12.0,0,0
65.0,133.399993896484,114,16.0,1,0
10.5,133.399993896484,104,9.0,0,20
42.5,133.399993896484,123,12.0,0,0
19.5,133.399993896484,123,13.0,1,0
5.5,133.399993896484,164,12.0,0,0
0.5,133.399993896484,113,9.0,1,0
65.0,133.399993896484,102,14.0,0,0
47.5,133.399993896484,113,12.0,0,0
14.5,133.399993896484,99,12.0,0,0
27.5,133.399993896484,127,18.0,0,0
22.5,133.399993896484,132,12.0,1,20
19.5,133.399993896484,121,12.0,0,20
15.5,133.399993896484,91,11.0,0,0
0.5,133.399993896484,109,8.0,1,10
47.5,133.399993896484,112,17.0,0,0
22.5,133.399993896484,124,12.0,0,0
15.5,133.399993896484,149,12.0,0,0
17.5,133.399993896484,103,12.0,1,10
47.5,133.399993896484,120,15.0,0,0
15.5,133.399993896484,144,14.0,1,0
18.5,145.0,116,17.0,1,0
2.5,145.0,112,14.0,0,10
18.5,145.0,128,12.0,0,0
27.5,145.0,137,12.0,0,0
32.5,145.0,127,14.0,0,0
19.5,145.0,101,11.0,0,15
32.5,145.0,92,13.0,1,15
22.5,145.0,101,12.0,0,0
19.5,122.800003051758,121,10.0,0,0
6.5,122.800003051758,116,10.0,1,0
27.5,122.800003051758,127,12.0,0,0
10.5,122.800003051758,133,12.0,0,0
47.5,122.800003051758,128,13.0,1,0
19.5,122.800003051758,123,14.0,0,0
22.5,122.800003051758,122,12.0,1,0
15.5,122.800003051758,113,12.0,0,20
8.5,122.800003051758,128,9.0,1,0
19.5,122.800003051758,139,12.0,0,5
1.5,122.800003051758,141,12.0,1,0
14.5,122.800003051758,121,9.0,0,6
27.5,122.800003051758,123,16.0,1,0
5.5,122.800003051758,151,7.0,1,20
5.5,122.800003051758,119,9.0,1,0
14.5,122.800003051758,105,12.0,1,0
32.5,122.800003051758,133,12.0,0,0
22.5,122.800003051758,123,12.0,0,0
22.5,122.800003051758,111,12.0,1,0
27.5,122.800003051758,123,12.0,0,0
27.5,122.800003051758,123,12.0,1,10
13.5,122.800003051758,130,12.0,1,0
22.5,122.800003051758,154,12.0,0,0
22.5,122.800003051758,120,12.0,1,0
65.0,122.800003051758,90,14.0,0,0
19.5,122.800003051758,114,12.0,0,0
37.5,122.800003051758,123,13.0,0,0
32.5,122.800003051758,123,12.0,1,0
11.5,122.800003051758,136,12.0,1,0
27.5,122.800003051758,104,16.0,0,0
17.5,122.800003051758,128,13.0,0,20
37.5,122.800003051758,128,14.0,0,0
10.5,122.800003051758,160,9.0,1,0
32.5,122.800003051758,111,16.0,1,0
37.5,122.800003051758,141,12.0,1,0
32.5,122.800003051758,122,9.0,0,0
37.5,122.800003051758,98,16.0,0,0
2.5,122.800003051758,96,12.0,1,10
15.5,122.800003051758,127,7.0,0,0
42.5,122.800003051758,119,12.0,1,0
22.5,122.800003051758,43,9.0,1,0
22.5,122.800003051758,100,12.0,1,0
2.5,122.800003051758,139,11.0,0,0
32.5,122.800003051758,128,12.0,1,0
32.5,122.800003051758,115,16.0,0,0
18.5,122.800003051758,121,12.0,1,0
27.5,122.800003051758,134,12.0,1,0
2.5,122.800003051758,120,12.0,1,0
6.5,122.800003051758,104,12.0,1,20
37.5,122.800003051758,170,12.0,0,0
65.0,122.800003051758,132,14.0,1,0
47.5,122.800003051758,126,12.0,0,0
42.5,122.800003051758,142,14.0,0,0
27.5,122.800003051758,103,12.0,0,0
32.5,122.800003051758,112,17.0,1,0
42.5,122.800003051758,117,14.0,0,20
17.5,122.800003051758,131,12.0,1,0
42.5,122.800003051758,115,12.0,1,0
19.5,122.800003051758,118,12.0,0,10
32.5,122.800003051758,106,12.0,1,0
42.5,122.800003051758,126,13.0,0,0
14.5,122.800003051758,104,11.0,1,20
15.5,122.800003051758,143,16.0,1,0
32.5,122.800003051758,156,16.0,1,0
37.5,122.800003051758,137,17.0,1,0
6.5,122.800003051758,126,12.0,1,0
32.5,122.800003051758,134,13.0,0,0
42.5,122.800003051758,89,14.0,0,0
27.5,122.800003051758,64,12.0,0,20
65.0,122.800003051758,114,16.0,0,0
65.0,122.800003051758,121,16.0,1,0
27.5,122.800003051758,109,12.0,0,0
32.5,134.800003051758,38,16.0,0,0
32.5,134.800003051758,128,16.0,1,0
37.5,134.800003051758,132,16.0,1,0
18.5,134.800003051758,143,11.0,0,10
22.5,111.900001525879,100,11.0,0,0
42.5,111.900001525879,107,12.0,0,6
27.5,111.900001525879,103,16.0,0,0
37.5,111.900001525879,157,14.0,1,0
11.5,111.900001525879,126,12.0,0,0
18.5,111.900001525879,125,16.0,0,0
3.5,111.900001525879,102,11.0,0,0
18.5,111.900001525879,98,12.0,0,0
13.5,111.900001525879,96,13.0,1,0
22.5,111.900001525879,134,16.0,0,0
65.0,130.100006103516,94,17.0,0,0
22.5,130.100006103516,84,12.0,0,0
16.5,130.100006103516,155,12.0,1,0
27.5,130.100006103516,117,12.0,1,0
42.5,130.100006103516,169,14.0,1,0
3.5,130.100006103516,105,12.0,0,2
22.5,130.100006103516,118,16.0,1,0
19.5,130.100006103516,113,13.0,1,0
12.5,121.5,114,10.0,0,0
9.5,121.5,116,14.0,0,20
4.5,121.5,79,12.0,1,10
27.5,121.5,109,14.0,1,0
47.5,121.5,146,13.0,1,0
22.5,121.5,116,16.0,0,0
9.5,121.5,93,12.0,1,0
65.0,121.5,108,13.0,1,0
7.5,121.5,115,11.0,0,0
65.0,121.5,115,2.0,0,0
4.5,121.5,119,13.0,0,0
27.5,121.5,128,13.0,0,0
19.5,121.5,119,13.0,0,0
6.5,121.5,102,10.0,1,0
16.5,121.5,130,12.0,0,0
65.0,121.5,140,13.0,1,0
22.5,121.5,107,14.0,1,0
2.5,121.5,134,12.0,1,0
22.5,121.5,126,12.0,0,0
32.5,121.5,143,12.0,0,0
9.5,121.5,122,12.0,1,0
16.5,121.5,112,8.0,0,0
32.5,121.5,151,16.0,1,0
17.5,121.5,127,8.0,1,0
6.5,121.5,158,9.0,0,0
65.0,121.5,90,16.0,0,0
37.5,121.5,114,16.0,1,0
17.5,137.0,143,9.0,0,4
19.5,137.0,109,11.0,1,0
32.5,137.0,126,14.0,0,0
42.5,137.0,153,15.0,0,6
32.5,137.0,123,12.0,0,0
18.5,137.0,72,12.0,0,0
22.5,137.0,121,12.0,1,10
22.5,137.0,137,10.0,0,3
32.5,137.0,64,16.0,1,0
18.5,137.0,119,8.0,1,0
12.5,137.0,137,10.0,0,0
9.5,137.0,98,10.0,0,0
22.5,137.0,126,14.0,1,0
27.5,137.0,142,16.0,1,0
0.5,137.0,122,12.0,0,0
22.5,137.0,112,9.0,0,0
6.5,137.0,142,12.0,1,0
65.0,137.0,108,18.0,0,0
19.5,137.0,128,16.0,1,0
27.5,137.0,124,18.0,0,0
12.5,137.0,104,16.0,0,0
42.5,137.0,118,15.0,1,0
13.5,137.0,96,12.0,1,0
65.0,137.0,106,16.0,0,0
2.5,137.0,114,9.0,1,0
65.0,137.0,142,16.0,0,0
9.5,137.0,74,12.0,0,0
37.5,137.0,146,16.0,0,0
19.5,137.0,128,12.0,1,0
17.5,137.0,115,14.0,1,0
9.5,137.0,139,12.0,0,0
65.0,137.0,143,12.0,1,0
65.0,137.0,125,18.0,0,0
14.5,137.0,120,8.0,0,5
32.5,137.0,120,13.0,1,5
17.5,137.0,135,12.0,1,0
2.5,137.0,91,12.0,1,0
18.5,137.0,117,10.0,0,0
22.5,137.0,119,13.0,0,0
65.0,137.0,128,16.0,1,20
65.0,137.0,135,16.0,1,0
22.5,137.0,91,14.0,0,6
0.5,137.0,108,12.0,1,0
22.5,137.0,110,14.0,1,0
47.5,137.0,136,16.0,0,0
65.0,137.0,126,15.0,1,0
65.0,137.0,115,16.0,1,0
32.5,137.0,136,15.0,1,0
65.0,137.0,116,14.0,1,0
0.5,137.0,117,9.0,0,0
65.0,137.0,152,14.0,1,0
42.5,137.0,124,16.0,1,0
13.5,137.0,115,12.0,1,0
22.5,137.0,134,14.0,0,0
65.0,137.0,146,16.0,1,0
16.5,137.0,125,8.0,0,0
9.5,137.0,89,12.0,0,20
19.5,137.0,128,12.0,1,15
11.5,137.0,133,12.0,1,0
8.5,137.0,112,12.0,0,0
42.5,137.0,143,14.0,0,0
27.5,137.0,157,13.0,0,0
14.5,137.0,99,9.0,0,0
4.5,137.0,96,12.0,0,8
15.5,137.0,128,9.0,1,0
27.5,137.0,122,13.0,1,0
65.0,137.0,119,14.0,1,0
16.5,137.0,160,12.0,1,0
37.5,137.0,108,16.0,0,0
65.0,137.0,114,15.0,1,0
37.5,137.0,115,12.0,1,0
7.5,137.0,131,12.0,0,0
22.5,137.0,118,12.0,1,0
47.5,137.0,149,16.0,1,0
32.5,137.0,114,12.0,1,0
4.5,137.0,133,10.0,1,5
32.5,137.0,112,9.0,0,0
15.5,137.0,101,12.0,1,0
1.5,137.0,86,9.0,0,10
65.0,137.0,125,14.0,1,0
37.5,137.0,135,12.0,0,0
12.5,137.0,105,10.0,0,0
16.5,137.0,107,12.0,1,0
47.5,137.0,97,16.0,0,0
0.5,137.0,158,12.0,1,0
18.5,137.0,123,12.0,0,0
32.5,137.0,110,16.0,1,0
13.5,137.0,74,16.0,1,0
2.5,137.0,93,12.0,0,0
47.5,137.0,159,14.0,1,0
32.5,137.0,114,14.0,0,0
22.5,137.0,142,16.0,1,0
65.0,137.0,139,12.0,1,0
9.5,137.0,132,9.0,1,0
65.0,137.0,151,14.0,1,0
8.5,137.0,111,12.0,1,15
9.5,137.0,115,12.0,0,0
22.5,137.0,120,12.0,1,0
22.5,137.0,155,12.0,1,0
65.0,137.0,131,12.0,0,12
22.5,137.0,124,12.0,1,0
22.5,137.0,127,9.0,0,10
10.5,137.0,125,12.0,0,0
2.5,137.0,106,12.0,1,0
9.5,137.0,144,9.0,0,0
4.5,137.0,109,12.0,1,0
0.5,137.0,121,12.0,1,46
32.5,137.0,111,13.0,1,0
47.5,137.0,145,12.0,1,0
5.5,137.0,131,11.0,1,0
17.5,137.0,129,9.0,1,0
10.5,137.0,92,12.0,0,20
12.5,137.0,111,11.0,0,0
9.5,137.0,91,12.0,0,0
22.5,137.0,124,13.0,1,5
32.5,137.0,130,12.0,1,0
22.5,137.0,137,16.0,0,0
8.5,137.0,128,10.0,1,0
1.5,137.0,133,12.0,1,0
32.5,137.0,68,12.0,1,0
15.5,137.0,97,16.0,1,0
37.5,137.0,124,14.0,0,0
47.5,137.0,129,16.0,1,0
65.0,137.0,117,16.0,1,0
27.5,137.0,93,17.0,0,0
27.5,137.0,103,16.0,0,0
65.0,137.0,134,16.0,0,0
32.5,137.0,101,14.0,0,0
7.5,137.0,137,12.0,1,0
4.5,137.0,153,14.0,1,0
22.5,135.600006103516,96,10.0,0,40
8.5,135.600006103516,103,13.0,1,0
6.5,135.600006103516,112,17.0,1,0
27.5,135.600006103516,108,16.0,0,0
18.5,135.600006103516,97,12.0,0,0
27.5,135.600006103516,99,12.0,1,0
27.5,135.600006103516,130,16.0,0,0
22.5,135.600006103516,148,14.0,1,0
27.5,135.600006103516,119,13.0,1,0
19.5,135.600006103516,89,12.0,1,0
27.5,135.600006103516,128,15.0,1,0
37.5,135.600006103516,130,12.0,0,0
6.5,135.600006103516,120,12.0,1,20
32.5,135.600006103516,146,16.0,0,0
15.5,135.600006103516,102,12.0,1,0
27.5,135.600006103516,132,12.0,0,0
42.5,135.600006103516,90,9.0,1,12
32.5,135.600006103516,112,12.0,1,0
47.5,135.600006103516,119,12.0,1,0
16.5,135.600006103516,145,14.0,1,0
42.5,135.600006103516,125,14.0,1,0
5.5,135.600006103516,127,10.0,0,0
22.5,135.600006103516,134,13.0,1,0
65.0,135.600006103516,139,17.0,1,0
27.5,129.699996948242,106,12.0,0,10
42.5,129.699996948242,69,16.0,0,0
32.5,129.699996948242,114,14.0,0,0
4.5,129.699996948242,111,12.0,1,20
12.5,109.400001525879,123,12.0,1,5
65.0,109.400001525879,172,16.0,0,0
65.0,109.400001525879,128,16.0,0,0
22.5,109.400001525879,138,12.0,0,0
32.5,109.400001525879,77,14.0,0,0
65.0,109.400001525879,137,16.0,0,0
65.0,109.400001525879,93,14.0,0,0
8.5,109.400001525879,160,13.0,1,0
47.5,109.400001525879,104,12.0,0,0
3.5,109.400001525879,115,12.0,0,0
22.5,109.400001525879,176,16.0,1,0
65.0,109.400001525879,87,18.0,0,0
27.5,109.400001525879,90,12.0,1,50
65.0,109.400001525879,116,12.0,1,0
10.5,109.400001525879,134,14.0,0,0
65.0,109.400001525879,86,18.0,0,0
19.5,109.400001525879,110,10.0,0,0
22.5,109.400001525879,97,12.0,0,0
18.5,109.400001525879,109,12.0,0,0
19.5,109.400001525879,108,16.0,0,0
22.5,109.400001525879,126,14.0,1,0
16.5,109.400001525879,100,12.0,0,0
65.0,109.400001525879,137,14.0,0,0
65.0,109.400001525879,115,18.0,0,0
22.5,109.400001525879,128,13.0,0,20
32.5,109.400001525879,131,12.0,1,0
42.5,109.400001525879,130,11.0,0,0
6.5,150.600006103516,129,12.0,0,0
27.5,150.600006103516,114,12.0,0,0
14.5,150.600006103516,111,8.0,1,0
32.5,150.600006103516,192,14.0,1,0
65.0,150.600006103516,87,10.0,0,5
15.5,150.600006103516,98,12.0,1,0
22.5,150.600006103516,115,13.0,1,15
32.5,150.600006103516,151,12.0,1,0
6.5,150.600006103516,96,12.0,1,0
15.5,150.600006103516,54,12.0,1,0
27.5,150.600006103516,110,13.0,0,0
17.5,150.600006103516,125,5.0,1,0
37.5,150.600006103516,108,14.0,1,0
22.5,150.600006103516,112,12.0,1,10
4.5,150.600006103516,128,11.0,0,9
18.5,150.600006103516,131,16.0,0,0
22.5,131.199996948242,87,16.0,1,0
37.5,138.300003051758,125,12.0,1,0
5.5,138.300003051758,104,10.0,1,15
16.5,138.300003051758,149,12.0,1,0
17.5,138.300003051758,166,14.0,1,0
6.5,138.300003051758,113,12.0,0,0
6.5,138.300003051758,139,12.0,1,0
32.5,138.300003051758,102,16.0,0,0
22.5,138.300003051758,139,12.0,1,0
15.5,138.300003051758,119,13.0,0,0
6.5,138.300003051758,91,11.0,0,10
27.5,138.300003051758,153,13.0,0,0
42.5,138.300003051758,87,14.0,1,0
9.5,138.300003051758,80,12.0,1,15
32.5,138.300003051758,124,11.0,1,20
22.5,138.300003051758,149,18.0,1,0
4.5,138.300003051758,135,14.0,1,0
27.5,138.300003051758,132,12.0,1,0
37.5,138.300003051758,142,12.0,1,0
8.5,138.300003051758,130,12.0,0,0
27.5,138.300003051758,123,12.0,1,0
47.5,138.300003051758,126,12.0,1,0
32.5,138.300003051758,116,16.0,1,0
27.5,138.300003051758,116,12.0,0,0
6.5,138.300003051758,99,9.0,0,0
12.5,138.300003051758,119,12.0,0,3
32.5,138.300003051758,122,15.0,0,0
5.5,138.300003051758,115,11.0,0,10
22.5,138.300003051758,111,14.0,0,0
10.5,138.300003051758,108,12.0,1,0
32.5,138.300003051758,140,13.0,1,0
32.5,138.300003051758,119,16.0,0,0
27.5,138.300003051758,134,16.0,1,0
12.5,138.300003051758,130,14.0,1,15
8.5,138.300003051758,107,12.0,0,0
42.5,138.300003051758,147,15.0,0,0
4.5,138.300003051758,109,16.0,1,0
37.5,138.300003051758,114,14.0,1,0
18.5,138.300003051758,118,12.0,1,0
42.5,138.300003051758,110,16.0,0,0
42.5,138.300003051758,127,12.0,0,0
17.5,138.300003051758,102,10.0,1,20
47.5,138.300003051758,158,17.0,1,0
22.5,138.300003051758,113,16.0,0,0
15.5,138.300003051758,121,12.0,1,0
1.5,138.300003051758,130,11.0,0,0
5.5,138.300003051758,85,12.0,1,0
12.5,138.300003051758,87,12.0,1,0
22.5,138.300003051758,135,16.0,0,0
27.5,138.300003051758,110,12.0,1,0
5.5,138.300003051758,146,16.0,1,0
65.0,118.599998474121,135,16.0,0,0
27.5,118.599998474121,118,14.0,0,0
37.5,118.599998474121,111,13.0,0,0
