"","faminc","cigtax","cigprice","bwght","fatheduc","motheduc","parity","male","white","cigs","lbwght","bwghtlbs","packs","lfaminc"
"264",15.5,20,130.800003051758,123,13,12,1,1,1,0,4.81218385696411,7.6875,0,2.74083995819092
"265",10.5,20,130.800003051758,123,12,12,1,1,1,0,4.81218385696411,7.6875,0,2.35137510299683
"266",32.5,20,130.800003051758,129,15,12,1,1,1,0,4.85981178283691,8.0625,0,3.48124003410339
"267",13.5,20,130.800003051758,95,NA,11,3,1,0,0,4.55387687683105,5.9375,0,2.60268998146057
"268",16.5,20,130.800003051758,118,NA,13,2,1,1,0,4.77068519592285,7.375,0,2.80335998535156
"269",6.5,20,130.800003051758,115,12,12,3,0,0,20,4.74493217468262,7.1875,1,1.87180197238922
"270",8.5,20,130.800003051758,133,NA,11,1,1,1,0,4.8903489112854,8.3125,0,2.14006590843201
"271",22.5,20,130.800003051758,139,12,13,1,1,1,0,4.93447399139404,8.6875,0,3.11351490020752
"272",27.5,20,130.800003051758,124,16,18,2,1,1,0,4.82028198242188,7.75,0,3.31418609619141
"273",12.5,26,142,60,NA,10,1,1,1,20,4.09434509277344,3.75,1,2.52572894096375
"274",19.5,26,142,87,14,12,1,0,1,0,4.46590805053711,5.4375,0,2.97041392326355
"275",65,26,142,130,18,16,1,1,1,0,4.86753511428833,8.125,0,4.17438697814941
"276",65,26,142,110,13,16,1,1,1,0,4.70047998428345,6.875,0,4.17438697814941
"277",15.5,26,142,73,15,12,1,0,0,0,4.29046010971069,4.5625,0,2.74083995819092
"278",37.5,26,142,126,14,11,1,1,1,0,4.83628177642822,7.875,0,3.62434101104736
"279",47.5,26,142,125,12,13,1,1,1,0,4.82831382751465,7.8125,0,3.86072993278503
"280",47.5,26,142,166,10,13,2,0,1,0,5.11198806762695,10.375,0,3.86072993278503
"281",37.5,26,142,122,13,13,1,0,1,0,4.80402088165283,7.625,0,3.62434101104736
"282",32.5,26,142,120,12,12,2,1,0,4,4.78749179840088,7.5,0.200000002980232,3.48124003410339
"283",65,26,142,143,17,16,2,0,1,0,4.96284484863281,8.9375,0,4.17438697814941
"284",27.5,26,142,122,14,12,2,1,1,0,4.80402088165283,7.625,0,3.31418609619141
"285",65,26,142,106,18,16,2,1,1,0,4.66343879699707,6.625,0,4.17438697814941
"286",65,26,142,126,18,18,2,0,1,0,4.83628177642822,7.875,0,4.17438697814941
"287",32.5,26,142,156,16,14,1,0,1,0,5.04985618591309,9.75,0,3.48124003410339
"288",22.5,26,142,129,NA,8,1,1,1,0,4.85981178283691,8.0625,0,3.11351490020752
"289",17.5,26,142,120,8,6,3,0,0,0,4.78749179840088,7.5,0,2.86220097541809
"290",32.5,14,124,113,12,12,1,1,1,1,4.72738790512085,7.0625,0.0500000007450581,3.48124003410339
"291",65,14,124,81,17,15,2,0,1,0,4.39444923400879,5.0625,0,4.17438697814941
"292",37.5,14,124,83,16,14,1,0,1,0,4.41883993148804,5.1875,0,3.62434101104736
"293",37.5,17,135.899993896484,129,NA,12,1,0,0,0,4.85981178283691,8.0625,0,3.62434101104736
"294",14.5,17,135.899993896484,133,12,12,2,1,0,0,4.8903489112854,8.3125,0,2.67414903640747
"295",18.5,24,139.800003051758,112,16,16,2,0,1,20,4.71849918365479,7,1,2.91777110099792
"296",65,24,139.800003051758,119,14,13,1,1,1,0,4.77912282943726,7.4375,0,4.17438697814941
"297",47.5,24,139.800003051758,139,16,12,1,0,1,0,4.93447399139404,8.6875,0,3.86072993278503
"298",27.5,24,139.800003051758,111,12,14,1,0,1,0,4.70952987670898,6.9375,0,3.31418609619141
"299",27.5,24,139.800003051758,81,13,12,4,0,1,40,4.39444923400879,5.0625,2,3.31418609619141
"300",27.5,24,139.800003051758,127,16,12,2,0,1,0,4.84418678283691,7.9375,0,3.31418609619141
"301",22.5,24,139.800003051758,119,10,11,1,0,1,0,4.77912282943726,7.4375,0,3.11351490020752
"302",32.5,24,139.800003051758,107,15,12,3,0,0,0,4.67282915115356,6.6875,0,3.48124003410339
"303",3.5,24,139.800003051758,98,NA,10,2,0,0,20,4.58496809005737,6.125,1,1.25276303291321
"304",18.5,24,139.800003051758,113,14,13,1,0,1,10,4.72738790512085,7.0625,0.5,2.91777110099792
"305",19.5,24,139.800003051758,104,16,16,1,1,0,0,4.64439105987549,6.5,0,2.97041392326355
"306",32.5,24,139.800003051758,108,11,12,2,0,1,0,4.68213081359863,6.75,0,3.48124003410339
"307",22.5,24,139.800003051758,144,12,12,1,1,1,0,4.96981287002563,9,0,3.11351490020752
"308",65,24,139.800003051758,110,16,14,3,1,1,0,4.70047998428345,6.875,0,4.17438697814941
"309",65,24,139.800003051758,138,16,13,1,0,1,0,4.92725419998169,8.625,0,4.17438697814941
"310",14.5,24,139.800003051758,107,12,10,1,0,0,0,4.67282915115356,6.6875,0,2.67414903640747
"311",65,24,139.800003051758,128,13,13,1,0,1,0,4.85202980041504,8,0,4.17438697814941
"312",14.5,24,139.800003051758,144,14,12,1,1,1,10,4.96981287002563,9,0.5,2.67414903640747
"313",37.5,24,139.800003051758,136,16,16,2,1,0,0,4.91265487670898,8.5,0,3.62434101104736
"314",13.5,24,139.800003051758,110,NA,14,1,1,1,0,4.70047998428345,6.875,0,2.60268998146057
"315",4.5,24,139.800003051758,105,NA,10,1,1,1,20,4.65396022796631,6.5625,1,1.50407695770264
"316",22.5,24,139.800003051758,124,12,12,3,0,1,0,4.82028198242188,7.75,0,3.11351490020752
"317",37.5,24,139.800003051758,117,17,16,1,1,1,0,4.76217412948608,7.3125,0,3.62434101104736
"318",65,24,139.800003051758,145,12,12,1,1,1,0,4.97673416137695,9.0625,0,4.17438697814941
"319",11.5,24,139.800003051758,96,NA,12,5,1,0,0,4.5643482208252,6,0,2.44234704971313
"320",22.5,24,139.800003051758,140,12,14,1,0,1,0,4.94164180755615,8.75,0,3.11351490020752
"321",65,24,139.800003051758,101,14,16,1,1,1,0,4.61511993408203,6.3125,0,4.17438697814941
"322",37.5,24,139.800003051758,148,16,12,3,1,1,0,4.99721193313599,9.25,0,3.62434101104736
"323",10.5,24,139.800003051758,135,12,14,3,1,0,0,4.90527486801147,8.4375,0,2.35137510299683
"324",37.5,24,139.800003051758,120,16,14,1,0,1,0,4.78749179840088,7.5,0,3.62434101104736
"325",22.5,24,139.800003051758,130,12,12,2,0,1,0,4.86753511428833,8.125,0,3.11351490020752
"326",15.5,24,139.800003051758,134,12,12,1,1,0,0,4.89784002304077,8.375,0,2.74083995819092
"327",65,24,139.800003051758,128,16,15,1,1,1,0,4.85202980041504,8,0,4.17438697814941
"328",0.5,24,139.800003051758,111,11,10,1,1,1,15,4.70952987670898,6.9375,0.75,-0.6931471824646
"329",32.5,12,122.400001525879,128,10,12,3,0,0,0,4.85202980041504,8,0,3.48124003410339
"330",10.5,12,122.400001525879,134,10,12,1,1,1,0,4.89784002304077,8.375,0,2.35137510299683
"331",22.5,12,122.400001525879,141,12,12,2,1,1,0,4.94876003265381,8.8125,0,3.11351490020752
"332",47.5,12,122.400001525879,115,14,12,1,0,1,0,4.74493217468262,7.1875,0,3.86072993278503
"333",27.5,12,122.400001525879,98,12,12,2,1,1,0,4.58496809005737,6.125,0,3.31418609619141
"334",65,12,122.400001525879,118,17,16,1,0,1,0,4.77068519592285,7.375,0,4.17438697814941
"335",47.5,12,122.400001525879,130,16,18,1,0,0,0,4.86753511428833,8.125,0,3.86072993278503
"336",4.5,12,122.400001525879,136,NA,12,2,1,0,0,4.91265487670898,8.5,0,1.50407695770264
"337",8.5,12,122.400001525879,129,NA,12,1,1,0,0,4.85981178283691,8.0625,0,2.14006590843201
"338",47.5,12,122.400001525879,93,12,17,1,1,1,0,4.53259897232056,5.8125,0,3.86072993278503
"339",12.5,12,122.400001525879,91,11,11,1,1,1,20,4.51085901260376,5.6875,1,2.52572894096375
"340",65,12,122.400001525879,110,12,14,2,0,1,0,4.70047998428345,6.875,0,4.17438697814941
"341",9.5,12,122.400001525879,112,NA,10,1,0,1,0,4.71849918365479,7,0,2.25129199028015
"342",37.5,12,122.400001525879,112,14,12,3,1,1,20,4.71849918365479,7,1,3.62434101104736
"343",27.5,12,122.400001525879,98,12,12,2,0,1,12,4.58496809005737,6.125,0.600000023841858,3.31418609619141
"344",65,12,122.400001525879,147,14,14,2,0,1,0,4.99043321609497,9.1875,0,4.17438697814941
"345",7.5,12,122.400001525879,92,11,9,4,0,0,8,4.52178907394409,5.75,0.400000005960464,2.01490306854248
"346",65,33,149.100006103516,98,14,12,1,0,0,0,4.58496809005737,6.125,0,4.17438697814941
"347",47.5,33,149.100006103516,98,12,13,2,0,0,0,4.58496809005737,6.125,0,3.86072993278503
"348",65,18,133.600006103516,137,16,16,1,0,1,0,4.91998100280762,8.5625,0,4.17438697814941
"349",42.5,18,133.600006103516,113,15,16,1,1,1,0,4.72738790512085,7.0625,0,3.74950408935547
"350",27.5,18,133.600006103516,137,11,12,1,1,1,0,4.91998100280762,8.5625,0,3.31418609619141
"351",37.5,18,133.600006103516,71,12,12,2,0,1,15,4.26268005371094,4.4375,0.75,3.62434101104736
"352",47.5,18,133.600006103516,129,16,16,1,0,1,0,4.85981178283691,8.0625,0,3.86072993278503
"353",2.5,18,133.600006103516,149,NA,9,3,0,0,10,5.00394582748413,9.3125,0.5,0.916290819644928
"354",7.5,18,133.600006103516,124,NA,12,1,0,1,0,4.82028198242188,7.75,0,2.01490306854248
"355",6.5,18,133.600006103516,138,NA,12,1,0,1,0,4.92725419998169,8.625,0,1.87180197238922
"356",37.5,18,133.600006103516,128,13,12,1,1,1,0,4.85202980041504,8,0,3.62434101104736
"357",32.5,18,133.600006103516,122,12,12,1,0,1,10,4.80402088165283,7.625,0.5,3.48124003410339
"358",47.5,20,132.699996948242,118,4,5,2,0,1,0,4.77068519592285,7.375,0,3.86072993278503
"359",42.5,20,132.699996948242,128,12,12,2,0,1,0,4.85202980041504,8,0,3.74950408935547
"360",9.5,20,132.699996948242,142,NA,8,3,0,0,20,4.95582723617554,8.875,1,2.25129199028015
"361",47.5,20,132.699996948242,127,18,17,1,1,1,0,4.84418678283691,7.9375,0,3.86072993278503
"362",65,20,132.699996948242,112,18,18,2,1,1,0,4.71849918365479,7,0,4.17438697814941
"363",22.5,20,132.699996948242,113,14,14,1,1,0,0,4.72738790512085,7.0625,0,3.11351490020752
"364",42.5,20,132.699996948242,112,14,14,1,0,1,0,4.71849918365479,7,0,3.74950408935547
"365",37.5,20,132.699996948242,82,14,14,2,0,1,0,4.40671920776367,5.125,0,3.62434101104736
"366",19.5,20,132.699996948242,141,12,12,1,0,1,0,4.94876003265381,8.8125,0,2.97041392326355
"367",42.5,20,132.699996948242,107,16,15,3,1,1,0,4.67282915115356,6.6875,0,3.74950408935547
"368",14.5,20,132.699996948242,117,12,12,1,0,1,0,4.76217412948608,7.3125,0,2.67414903640747
"369",37.5,20,132.699996948242,127,16,16,1,1,1,0,4.84418678283691,7.9375,0,3.62434101104736
"370",7.5,20,132.699996948242,133,18,13,1,1,0,0,4.8903489112854,8.3125,0,2.01490306854248
"371",37.5,20,132.699996948242,118,18,18,1,1,0,0,4.77068519592285,7.375,0,3.62434101104736
"372",32.5,20,132.699996948242,144,14,12,1,0,1,0,4.96981287002563,9,0,3.48124003410339
"373",9.5,20,132.699996948242,109,11,11,1,0,1,0,4.6913480758667,6.8125,0,2.25129199028015
"374",65,20,132.699996948242,79,14,13,3,1,1,0,4.36944818496704,4.9375,0,4.17438697814941
"375",32.5,20,132.699996948242,124,16,13,1,1,1,0,4.82028198242188,7.75,0,3.48124003410339
"376",5.5,20,132.699996948242,130,12,9,1,0,1,10,4.86753511428833,8.125,0.5,1.70474803447723
"377",42.5,20,132.699996948242,271,14,14,1,0,1,0,5.60211896896362,16.9375,0,3.74950408935547
"378",22.5,20,132.699996948242,160,12,13,2,1,0,0,5.07517385482788,10,0,3.11351490020752
"379",42.5,20,132.699996948242,127,14,17,1,1,1,0,4.84418678283691,7.9375,0,3.74950408935547
"380",7.5,20,132.699996948242,108,11,11,1,1,0,0,4.68213081359863,6.75,0,2.01490306854248
"381",13.5,20,132.699996948242,90,NA,16,1,0,0,0,4.49981021881104,5.625,0,2.60268998146057
"382",27.5,20,132.699996948242,140,11,12,2,1,1,0,4.94164180755615,8.75,0,3.31418609619141
"383",42.5,20,132.699996948242,126,17,13,1,0,1,0,4.83628177642822,7.875,0,3.74950408935547
"384",32.5,20,132.699996948242,110,12,12,2,1,1,0,4.70047998428345,6.875,0,3.48124003410339
"385",32.5,20,132.699996948242,127,17,12,1,1,1,0,4.84418678283691,7.9375,0,3.48124003410339
"386",5.5,20,132.699996948242,101,NA,12,2,1,0,0,4.61511993408203,6.3125,0,1.70474803447723
"387",47.5,20,132.699996948242,92,18,16,3,0,1,0,4.52178907394409,5.75,0,3.86072993278503
"388",47.5,20,132.699996948242,121,8,13,1,1,1,0,4.7957911491394,7.5625,0,3.86072993278503
"389",42.5,20,132.699996948242,102,18,16,1,1,1,0,4.62497282028198,6.375,0,3.74950408935547
"390",37.5,20,132.699996948242,125,8,10,1,1,1,0,4.82831382751465,7.8125,0,3.62434101104736
"391",32.5,20,132.699996948242,141,14,15,1,1,1,0,4.94876003265381,8.8125,0,3.48124003410339
"392",65,20,132.699996948242,121,11,12,1,0,1,0,4.7957911491394,7.5625,0,4.17438697814941
"393",47.5,20,132.699996948242,127,16,16,1,1,1,0,4.84418678283691,7.9375,0,3.86072993278503
"394",42.5,20,132.699996948242,119,13,14,1,1,1,0,4.77912282943726,7.4375,0,3.74950408935547
"395",27.5,20,132.699996948242,106,12,12,1,0,1,0,4.66343879699707,6.625,0,3.31418609619141
"396",17.5,20,132.699996948242,105,12,12,1,0,0,0,4.65396022796631,6.5625,0,2.86220097541809
"397",18.5,20,132.699996948242,104,6,11,1,0,0,0,4.64439105987549,6.5,0,2.91777110099792
"398",42.5,20,132.699996948242,131,17,15,1,1,1,0,4.87519693374634,8.1875,0,3.74950408935547
"399",37.5,20,132.699996948242,96,10,12,1,1,1,0,4.5643482208252,6,0,3.62434101104736
"400",42.5,20,132.699996948242,141,16,14,1,0,1,0,4.94876003265381,8.8125,0,3.74950408935547
"401",32.5,20,132.699996948242,93,9,11,1,0,1,0,4.53259897232056,5.8125,0,3.48124003410339
"402",2.5,20,132.699996948242,114,NA,12,1,0,0,0,4.73619794845581,7.125,0,0.916290819644928
"403",18.5,20,132.699996948242,112,12,12,1,1,1,0,4.71849918365479,7,0,2.91777110099792
"404",4.5,20,132.699996948242,138,10,12,2,1,1,0,4.92725419998169,8.625,0,1.50407695770264
"405",22.5,20,132.699996948242,136,14,14,2,1,1,0,4.91265487670898,8.5,0,3.11351490020752
"406",4.5,20,132.699996948242,113,NA,12,3,0,1,20,4.72738790512085,7.0625,1,1.50407695770264
"407",27.5,20,132.699996948242,105,16,12,1,1,1,0,4.65396022796631,6.5625,0,3.31418609619141
"408",19.5,20,132.699996948242,120,12,12,2,1,1,0,4.78749179840088,7.5,0,2.97041392326355
"409",27.5,15.5,119,35,16,16,1,0,1,0,3.55534791946411,2.1875,0,3.31418609619141
"410",19.5,15.5,119,149,12,12,3,0,1,0,5.00394582748413,9.3125,0,2.97041392326355
"411",18.5,15.5,119,122,15,13,1,1,1,0,4.80402088165283,7.625,0,2.91777110099792
"412",22.5,15.5,119,146,13,15,1,1,1,0,4.98360681533813,9.125,0,3.11351490020752
"413",22.5,15.5,119,161,12,12,1,1,1,0,5.08140420913696,10.0625,0,3.11351490020752
"414",1.5,15.5,119,142,NA,12,3,1,1,20,4.95582723617554,8.875,1,0.405465096235275
"415",4.5,15.5,119,119,12,12,2,1,1,0,4.77912282943726,7.4375,0,1.50407695770264
"416",3.5,15.5,119,83,NA,12,2,0,0,4,4.41883993148804,5.1875,0.200000002980232,1.25276303291321
"417",3.5,15.5,119,136,NA,14,1,1,0,0,4.91265487670898,8.5,0,1.25276303291321
"418",42.5,15.5,119,116,12,13,1,0,1,0,4.75359010696411,7.25,0,3.74950408935547
"419",37.5,15.5,119,93,12,12,1,0,1,0,4.53259897232056,5.8125,0,3.62434101104736
"420",22.5,15.5,119,110,12,12,1,0,1,0,4.70047998428345,6.875,0,3.11351490020752
"421",37.5,15.5,119,124,16,17,2,0,1,0,4.82028198242188,7.75,0,3.62434101104736
"422",15.5,15.5,119,123,9,12,2,1,0,0,4.81218385696411,7.6875,0,2.74083995819092
"423",27.5,15.5,119,129,12,12,2,0,1,0,4.85981178283691,8.0625,0,3.31418609619141
"424",32.5,15.5,119,106,12,12,1,0,1,0,4.66343879699707,6.625,0,3.48124003410339
"425",22.5,15.5,119,130,12,12,1,1,1,0,4.86753511428833,8.125,0,3.11351490020752
"426",27.5,15.5,119,111,12,12,1,1,1,0,4.70952987670898,6.9375,0,3.31418609619141
"427",27.5,15.5,119,115,12,12,3,1,1,0,4.74493217468262,7.1875,0,3.31418609619141
"428",4.5,15.5,119,110,NA,12,1,1,0,0,4.70047998428345,6.875,0,1.50407695770264
"429",27.5,15.5,119,117,18,16,2,0,1,0,4.76217412948608,7.3125,0,3.31418609619141
"430",22.5,34,145.100006103516,113,12,14,1,0,1,0,4.72738790512085,7.0625,0,3.11351490020752
"431",27.5,34,145.100006103516,114,14,13,1,1,1,0,4.73619794845581,7.125,0,3.31418609619141
"432",19.5,34,145.100006103516,146,14,13,1,1,1,0,4.98360681533813,9.125,0,2.97041392326355
"433",4.5,34,145.100006103516,98,NA,12,2,1,1,20,4.58496809005737,6.125,1,1.50407695770264
"434",11.5,34,145.100006103516,143,10,10,3,1,1,10,4.96284484863281,8.9375,0.5,2.44234704971313
"435",27.5,34,145.100006103516,116,18,17,1,1,1,0,4.75359010696411,7.25,0,3.31418609619141
"436",37.5,34,145.100006103516,116,13,14,1,1,1,30,4.75359010696411,7.25,1.5,3.62434101104736
"437",6.5,34,145.100006103516,75,16,13,2,0,1,0,4.31748819351196,4.6875,0,1.87180197238922
"438",32.5,34,145.100006103516,139,13,13,1,0,1,0,4.93447399139404,8.6875,0,3.48124003410339
"439",18.5,34,145.100006103516,120,14,14,1,1,1,0,4.78749179840088,7.5,0,2.91777110099792
"440",32.5,34,145.100006103516,146,15,16,1,0,1,0,4.98360681533813,9.125,0,3.48124003410339
"441",42.5,34,145.100006103516,145,12,12,1,0,1,0,4.97673416137695,9.0625,0,3.74950408935547
"442",22.5,34,145.100006103516,136,12,13,3,1,1,0,4.91265487670898,8.5,0,3.11351490020752
"443",16.5,34,145.100006103516,120,12,12,1,0,1,0,4.78749179840088,7.5,0,2.80335998535156
"444",42.5,24,136.5,106,16,16,1,1,1,0,4.66343879699707,6.625,0,3.74950408935547
"445",37.5,24,136.5,109,16,16,1,0,1,15,4.6913480758667,6.8125,0.75,3.62434101104736
"446",13.5,24,136.5,97,11,12,5,0,1,0,4.57471084594727,6.0625,0,2.60268998146057
"447",22.5,24,136.5,30,12,12,1,0,0,0,3.40119695663452,1.875,0,3.11351490020752
"448",22.5,24,136.5,122,12,10,3,1,1,0,4.80402088165283,7.625,0,3.11351490020752
"449",37.5,24,136.5,130,16,12,1,1,1,0,4.86753511428833,8.125,0,3.62434101104736
"450",27.5,24,136.5,115,12,14,1,0,1,0,4.74493217468262,7.1875,0,3.31418609619141
"451",16.5,24,136.5,116,13,12,1,1,1,0,4.75359010696411,7.25,0,2.80335998535156
"452",47.5,24,136.5,134,12,12,1,0,1,0,4.89784002304077,8.375,0,3.86072993278503
"453",22.5,24,136.5,127,12,10,1,0,1,0,4.84418678283691,7.9375,0,3.11351490020752
"454",22.5,24,136.5,101,13,12,1,0,1,0,4.61511993408203,6.3125,0,3.11351490020752
"455",47.5,24,136.5,145,12,12,3,0,1,0,4.97673416137695,9.0625,0,3.86072993278503
"456",22.5,24,136.5,128,11,14,1,0,0,0,4.85202980041504,8,0,3.11351490020752
"457",14.5,24,136.5,130,14,17,2,1,1,0,4.86753511428833,8.125,0,2.67414903640747
"458",16.5,24,136.5,138,NA,14,2,1,1,0,4.92725419998169,8.625,0,2.80335998535156
"459",14.5,24,136.5,133,14,16,3,1,1,0,4.8903489112854,8.3125,0,2.67414903640747
"460",18.5,3,103.800003051758,106,12,13,1,0,1,0,4.66343879699707,6.625,0,2.91777110099792
"461",3.5,3,103.800003051758,135,10,8,2,1,1,0,4.90527486801147,8.4375,0,1.25276303291321
"462",27.5,3,103.800003051758,104,12,11,3,0,1,15,4.64439105987549,6.5,0.75,3.31418609619141
"463",22.5,3,103.800003051758,107,12,12,3,1,0,0,4.67282915115356,6.6875,0,3.11351490020752
"464",17.5,3,103.800003051758,98,11,12,3,0,1,0,4.58496809005737,6.125,0,2.86220097541809
"465",18.5,3,103.800003051758,123,12,10,2,0,1,0,4.81218385696411,7.6875,0,2.91777110099792
"466",0.5,3,103.800003051758,96,17,16,2,0,0,0,4.5643482208252,6,0,-0.6931471824646
"467",17.5,3,103.800003051758,119,16,14,1,0,1,0,4.77912282943726,7.4375,0,2.86220097541809
"468",18.5,3,103.800003051758,134,12,12,3,1,1,0,4.89784002304077,8.375,0,2.91777110099792
"469",0.5,3,103.800003051758,83,NA,12,1,0,1,0,4.41883993148804,5.1875,0,-0.6931471824646
"470",37.5,3,103.800003051758,161,16,13,1,1,1,0,5.08140420913696,10.0625,0,3.62434101104736
"471",7.5,3,103.800003051758,109,9,14,2,1,1,5,4.6913480758667,6.8125,0.25,2.01490306854248
"472",18.5,3,103.800003051758,113,12,12,1,1,1,0,4.72738790512085,7.0625,0,2.91777110099792
"473",4.5,3,103.800003051758,98,10,12,1,0,1,0,4.58496809005737,6.125,0,1.50407695770264
"474",27.5,3,103.800003051758,138,10,16,1,1,1,0,4.92725419998169,8.625,0,3.31418609619141
"475",6.5,3,103.800003051758,120,12,12,1,1,1,0,4.78749179840088,7.5,0,1.87180197238922
"476",27.5,3,103.800003051758,112,12,13,1,0,1,0,4.71849918365479,7,0,3.31418609619141
"477",11.5,3,103.800003051758,104,8,12,1,1,0,0,4.64439105987549,6.5,0,2.44234704971313
"478",42.5,16,130.699996948242,103,14,12,1,1,1,0,4.63472890853882,6.4375,0,3.74950408935547
"479",22.5,16,130.699996948242,156,14,13,1,0,1,0,5.04985618591309,9.75,0,3.11351490020752
"480",19.5,16,130.699996948242,119,10,12,1,0,1,0,4.77912282943726,7.4375,0,2.97041392326355
"481",65,16,130.699996948242,134,14,12,1,0,1,0,4.89784002304077,8.375,0,4.17438697814941
"482",37.5,16,130.699996948242,149,NA,12,2,1,1,0,5.00394582748413,9.3125,0,3.62434101104736
"483",42.5,16,130.699996948242,106,16,12,2,0,1,0,4.66343879699707,6.625,0,3.74950408935547
"484",42.5,16,130.699996948242,112,12,12,3,0,0,0,4.71849918365479,7,0,3.74950408935547
"485",37.5,16,130.699996948242,139,12,12,2,0,1,0,4.93447399139404,8.6875,0,3.62434101104736
"486",47.5,16,130.699996948242,137,18,16,1,1,1,0,4.91998100280762,8.5625,0,3.86072993278503
"487",14.5,16,130.699996948242,90,12,14,2,0,0,20,4.49981021881104,5.625,1,2.67414903640747
"488",32.5,16,130.699996948242,137,16,14,2,0,1,0,4.91998100280762,8.5625,0,3.48124003410339
"489",15.5,16,130.699996948242,140,10,12,2,1,1,20,4.94164180755615,8.75,1,2.74083995819092
"490",32.5,16,130.699996948242,126,14,12,2,1,1,0,4.83628177642822,7.875,0,3.48124003410339
"491",18.5,16,130.699996948242,112,12,12,1,1,0,0,4.71849918365479,7,0,2.91777110099792
"492",2.5,16,130.699996948242,60,NA,9,3,1,0,0,4.09434509277344,3.75,0,0.916290819644928
"493",5.5,16,130.699996948242,109,NA,12,1,1,0,0,4.6913480758667,6.8125,0,1.70474803447723
"494",47.5,16,130.699996948242,129,18,12,4,0,1,0,4.85981178283691,8.0625,0,3.86072993278503
"495",3.5,16,130.699996948242,104,NA,11,4,1,0,5,4.64439105987549,6.5,0.25,1.25276303291321
"496",42.5,16,130.699996948242,71,12,12,2,0,1,0,4.26268005371094,4.4375,0,3.74950408935547
"497",6.5,16,130.699996948242,86,6,10,2,0,0,0,4.45434713363647,5.375,0,1.87180197238922
"498",32.5,16,130.699996948242,124,12,12,2,0,1,0,4.82028198242188,7.75,0,3.48124003410339
"499",47.5,16,130.699996948242,112,17,16,2,0,1,0,4.71849918365479,7,0,3.86072993278503
"500",3.5,16,130.699996948242,79,8,10,3,1,1,0,4.36944818496704,4.9375,0,1.25276303291321
"501",27.5,16,130.699996948242,95,14,16,1,0,1,0,4.55387687683105,5.9375,0,3.31418609619141
"502",22.5,16,130.699996948242,100,12,12,1,0,1,0,4.60516977310181,6.25,0,3.11351490020752
"503",27.5,16,130.699996948242,100,8,17,1,1,0,0,4.60516977310181,6.25,0,3.31418609619141
"504",18.5,16,130.699996948242,105,14,12,1,1,1,0,4.65396022796631,6.5625,0,2.91777110099792
"505",12.5,16,130.699996948242,107,NA,12,2,1,0,20,4.67282915115356,6.6875,1,2.52572894096375
"506",0.5,16,130.699996948242,141,NA,11,1,1,0,0,4.94876003265381,8.8125,0,-0.6931471824646
"507",1.5,16,130.699996948242,142,NA,14,1,1,0,0,4.95582723617554,8.875,0,0.405465096235275
"508",37.5,16,130.699996948242,99,14,12,2,0,1,5,4.59511995315552,6.1875,0.25,3.62434101104736
"509",18.5,16,130.699996948242,112,12,14,1,1,0,5,4.71849918365479,7,0.25,2.91777110099792
"510",22.5,16,130.699996948242,107,12,12,2,0,0,0,4.67282915115356,6.6875,0,3.11351490020752
"511",47.5,16,130.699996948242,147,13,15,1,1,1,0,4.99043321609497,9.1875,0,3.86072993278503
"512",65,16,130.699996948242,94,14,16,1,0,1,0,4.54329490661621,5.875,0,4.17438697814941
"513",65,16,130.699996948242,148,12,16,1,0,1,0,4.99721193313599,9.25,0,4.17438697814941
"514",11.5,16,130.699996948242,91,8,10,1,1,1,30,4.51085901260376,5.6875,1.5,2.44234704971313
"515",32.5,16,130.699996948242,131,12,16,3,1,1,0,4.87519693374634,8.1875,0,3.48124003410339
"516",22.5,16,130.699996948242,102,8,6,1,0,1,0,4.62497282028198,6.375,0,3.11351490020752
"517",32.5,28,144.399993896484,161,16,12,2,0,1,0,5.08140420913696,10.0625,0,3.48124003410339
"518",65,28,144.399993896484,120,15,13,2,1,1,0,4.78749179840088,7.5,0,4.17438697814941
"519",27.5,28,144.399993896484,105,12,14,1,1,1,0,4.65396022796631,6.5625,0,3.31418609619141
"520",18.5,28,144.399993896484,112,12,12,1,1,1,0,4.71849918365479,7,0,2.91777110099792
"521",37.5,13,120.199996948242,130,16,16,2,1,1,0,4.86753511428833,8.125,0,3.62434101104736
"522",32.5,13,120.199996948242,136,12,12,1,1,1,0,4.91265487670898,8.5,0,3.48124003410339
"523",19.5,13,120.199996948242,110,12,12,1,0,1,0,4.70047998428345,6.875,0,2.97041392326355
"524",22.5,13,120.199996948242,124,13,13,1,1,1,0,4.82028198242188,7.75,0,3.11351490020752
"525",27.5,13,120.199996948242,124,12,10,3,1,0,0,4.82028198242188,7.75,0,3.31418609619141
"526",22.5,13,120.199996948242,134,13,12,2,0,1,0,4.89784002304077,8.375,0,3.11351490020752
"527",47.5,13,120.199996948242,136,12,12,1,1,1,0,4.91265487670898,8.5,0,3.86072993278503
"528",22.5,13,120.199996948242,120,12,14,1,1,0,0,4.78749179840088,7.5,0,3.11351490020752
"529",18.5,13,120.199996948242,108,NA,12,3,1,0,0,4.68213081359863,6.75,0,2.91777110099792
"530",17.5,13,120.199996948242,122,12,12,1,0,1,0,4.80402088165283,7.625,0,2.86220097541809
"531",18.5,13,120.199996948242,137,NA,15,1,0,1,0,4.91998100280762,8.5625,0,2.91777110099792
"532",65,13,120.199996948242,119,12,13,1,0,1,10,4.77912282943726,7.4375,0.5,4.17438697814941
